Latitude,Longitude,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,NDVI,EVI,SAVI,GNDVI,LAI,NDWI,MNDWI,NDMI,NDBI,ISA,BU,NDISI,NDBaI,BSI,DBSI,LSE,Albedo,SWIR1_NIR,SWIR2_NIR,red,green,blue,nir08,lwir11,NDVI_Landsat,emissivity,LST,elevation,UHI_Class,label,building_density_100m,bldg_count_100m,bldg_mean_height,bldg_max_height,bldg_total_area,bldg_total_volume,bldg_height_std,bldg_height_range,bldg_height_max_ratio,sky_view_proxy,volume_density,mean_bldg_volume,building_coverage_ratio,open_space_ratio,compactness
-33.61441125,-70.58964667,2077.0,2366.5,2579.5,2824.5,3002.5,3252.5,3369.5,3348.5,3426.5,3841.0,3788.5,0.0848857929693828,0.1044095084384402,0.1273183769336681,0.1297233468286099,0.6946584309156729,-0.1297233468286099,-0.1964800249201775,-0.0685026775158216,0.0685026775158216,-0.1068079980309953,-0.0163831154535611,0.0960454664352126,0.0068811848745002,0.0767739590485036,0.1115942319507947,0.986588945807124,0.30399065,1.147080782439864,1.1314021203523628,0.1603187499999999,0.14029875,0.11163,0.2297425,39.76285811,0.1779816631362382,0.97,42.037630663852326,678.970703125,Low,Chile,0.006575,263.0,9.854842736121672,21.948215,31031.20527829087,335496.2187083024,2.419018181810568,17.13547,2.2271502029709325,0.0015409367335203,8.387405467707561,1275.651021704572,0.7757801319572717,0.2242198680427283,0.06479559099
-33.61448292,-70.58937792,2077.0,2366.5,2579.5,2824.5,3002.5,3252.5,3369.5,3348.5,3426.5,3841.0,3788.5,0.0848857929693828,0.1044095084384402,0.1273183769336681,0.1297233468286099,0.6946584309156729,-0.1297233468286099,-0.1964800249201775,-0.0685026775158216,0.0685026775158216,-0.1068079980309953,-0.0163831154535611,0.0960454664352126,0.0068811848745002,0.0767739590485036,0.1115942319507947,0.986588945807124,0.30399065,1.147080782439864,1.1314021203523628,0.1603187499999999,0.14029875,0.11163,0.2297425,39.76285811,0.1779816631362382,0.97,42.037630663852326,678.95654296875,Low,Chile,0.00665,266.0,9.895997762781954,21.948215,32911.853674819446,354249.8433306854,2.3644034074044242,16.989881,2.2178880317197986,0.0015172576268427142,8.856246083267134,1331.7663283108473,0.8227963418704861,0.17720365812951389,0.0658083851225
-33.61479833,-70.589395,2077.0,2366.5,2579.5,2824.5,3002.5,3252.5,3369.5,3348.5,3426.5,3841.0,3788.5,0.0848857929693828,0.1044095084384402,0.1273183769336681,0.1297233468286099,0.6946584309156729,-0.1297233468286099,-0.1964800249201775,-0.0685026775158216,0.0685026775158216,-0.1068079980309953,-0.0163831154535611,0.0960454664352126,0.0068811848745002,0.0767739590485036,0.1115942319507947,0.986588945807124,0.30399065,1.147080782439864,1.1314021203523628,0.1603187499999999,0.14029875,0.11163,0.2297425,39.76285811,0.1779816631362382,0.97,42.037630663852326,680.1060180664062,Medium,Chile,0.007075,283.0,9.95793988162544,21.948215,34916.86741393435,375475.8172685958,2.322751426358977,16.989881,2.204091936776925,0.0014173857309421711,9.386895431714896,1326.7696723271936,0.8729216853483587,0.12707831465164132,0.07045242466249999
-33.614415,-70.58857,1999.5,2272.5,2517.0,2739.5,2981.0,3184.0,3362.5,3348.5,3387.5,3805.5,3701.0,0.1000328515111695,0.1194890811701689,0.1500369549150036,0.14176114568238,0.7196125231445939,-0.14176114568238,-0.2037959667852906,-0.0638803466592116,0.0638803466592116,-0.220558840017134,-0.0361525048519578,0.1009957325746799,0.013921268234197,0.0759493670886076,0.1037631152741211,0.9864441524789772,0.2986074999999999,1.136479020456887,1.1052710168731938,0.160525,0.14067,0.11163,0.2291375,39.771403160000034,0.176081865717127,0.97,42.04630040651392,680.97607421875,Medium,Chile,0.005925,237.0,9.819034388607594,21.948215,31310.36024211567,337666.7352597896,2.6381438257123095,16.554721,2.2352722407679035,0.0017159198950373554,8.44166838149474,1424.7541572143023,0.7827590060528917,0.21724099394710827,0.05817777875249999
-33.61436944,-70.58843861,1999.5,2272.5,2517.0,2739.5,2981.0,3184.0,3362.5,3348.5,3387.5,3805.5,3701.0,0.1000328515111695,0.1194890811701689,0.1500369549150036,0.14176114568238,0.7196125231445939,-0.14176114568238,-0.2037959667852906,-0.0638803466592116,0.0638803466592116,-0.220558840017134,-0.0361525048519578,0.1009957325746799,0.013921268234197,0.0759493670886076,0.1037631152741211,0.9864441524789772,0.2986074999999999,1.136479020456887,1.1052710168731938,0.160525,0.14067,0.11163,0.2291375,39.771403160000034,0.176081865717127,0.97,42.04630040651392,680.97607421875,Medium,Chile,0.005775,231.0,9.758670124675323,21.948215,30187.396341591673,321022.44948737766,2.710897957788657,16.554721,2.249098977585353,0.0017712808779094787,8.02556123718444,1389.7075735384315,0.7546849085397919,0.24531509146020813,0.056356319969999985
-33.58785238,-70.59644464,2128.0,2437.0,2631.5,2891.0,3109.5,3283.0,3303.5,3258.5,3310.0,3936.0,4016.0,0.0597609561752988,0.0745315161839863,0.0896341463414634,0.1064516129032258,0.6551599397926746,-0.1064516129032258,-0.1986296155310239,-0.0941691569949266,0.0941691569949266,0.2235313163291002,0.0344082008196278,0.0974232672692209,-0.0100603621730382,0.0903573567578358,0.1388686593557251,0.9868740884183496,0.3064534499999999,1.2079177535675554,1.2324689274205545,0.17277625,0.15041875,0.1172675,0.224435,39.27579026000001,0.1300535923894401,0.97,41.54346102211201,659.7607421875,Medium,Chile,0.008325,333.0,5.456789778378378,12.107973,31663.40209942603,180887.93235610286,1.5532148501866385,8.6738225,2.2188820701826977,0.0021964613954594493,4.5221983089025715,543.207004072381,0.7915850524856508,0.2084149475143492,0.045427774905
-33.58154286,-70.59736483,2022.0,2308.5,2527.0,2762.5,2998.5,3243.0,3371.5,3337.5,3424.5,3814.0,3715.5,0.0942622950819672,0.11409862089493,0.1413818539463978,0.1382044505072896,0.7100018022195823,-0.1382044505072896,-0.2029648320454187,-0.066629378452073,0.066629378452073,-0.1717485810354745,-0.0276329166298942,0.1000072103251856,0.0130818779467428,0.0761300879525465,0.1087025369634515,0.986496909432948,0.29995445,1.1427715355804902,1.1132584269662589,0.15783,0.136105,0.107175,0.2214925,40.19011061000003,0.1678321217433714,0.97,42.47112201372471,654.7239379882812,Medium,Chile,0.004125,165.0,5.780102413939394,16.88286,25180.885215143382,195408.5202370476,1.9583637851749796,13.498618200000001,2.920858280864541,0.004176599585013294,4.8852130059261905,1184.2940620427128,0.6295221303785845,0.3704778696214155,0.023842922457500002
-33.58084354,-70.59273979,2261.5,2498.5,2741.0,3035.5,3296.5,3397.5,3429.5,3447.0,3449.5,4059.0,4079.5,0.0634785962205939,0.079616910128664,0.0952105506709856,0.1140917905623788,0.6608596516649603,-0.1140917905623788,-0.1938235294117647,-0.0815347721822542,0.0815347721822542,0.1245138717935309,0.0180561759616603,0.0969282046662463,-0.0025188916876574,0.0881134969325153,0.1303449331911708,0.9868283597195512,0.3190551,1.177545691905971,1.1834928923701429,0.1833225,0.16075875,0.12759375,0.2345,39.853435640000015,0.1224862232167965,0.97,42.12953011120686,659.6458129882812,Low,Chile,0.0086,344.0,5.864814019186046,11.674691,39044.54233088206,243305.3069516778,1.2532145281669251,7.7988593999999996,1.9906327739989074,0.001978732560084534,6.082632673791945,707.282869045575,0.9761135582720515,0.023886441727948515,0.05043740056499999
-33.58047333,-70.59018375,2261.5,2571.5,2819.5,3051.0,3296.5,3373.0,3411.5,3358.5,3419.0,4059.0,4140.0,0.0479756611280131,0.0621049017429765,0.0719578783151326,0.0872450631272256,0.6374141818447792,-0.0872450631272256,-0.1801991713309587,-0.0944388270980788,0.0944388270980788,0.3262530838597163,0.0464631659700657,0.0947093990200926,-0.0098792535675082,0.0904907975460122,0.1322235102029456,0.9870271733159762,0.3189899499999999,1.2085752568110404,1.232693166592192,0.18229125,0.1579675,0.12396375,0.23263,39.632973350000015,0.1213212145678245,0.97,41.90585099920463,662.6061401367188,Medium,Chile,0.009625,385.0,5.429558266753247,11.329428,40629.73880101292,235420.81923187338,1.1700367189507703,7.5511420000000005,2.0866205763686816,0.0019098731503043682,5.885520480796835,611.4826473555153,1.0,0.0,0.0522594983175
-33.58007396,-70.58752333,2124.5,2426.0,2651.0,2872.0,3035.0,3237.0,3343.0,3327.5,3362.5,3917.5,3898.0,0.0734736672312283,0.0920983460714141,0.1102016129032258,0.1131554737810487,0.6764307014463039,-0.1131554737810487,-0.192814188932024,-0.0814354727398205,0.0814354727398205,0.0513966155262383,0.0079618055085922,0.0981592225752196,0.0024950419039088,0.0825958702064896,0.1193405217007957,0.986711507239285,0.3073817,1.177310293012737,1.1714500375657049,0.17470125,0.1520824999999999,0.1191925,0.23033375,39.76798514000004,0.1373523275766291,0.97,42.04283250903626,663.4661865234375,Medium,Chile,0.007,280.0,5.882114895357143,33.330547,37021.86442310028,294146.6485733575,2.482691793711858,29.593116400000003,5.666422297583543,0.0024227855655451413,7.353666214333938,1050.5237449048482,0.9255466105775071,0.07445338942249291,0.0411748042675
-33.58730833,-70.58043833,1868.0,2077.5,2293.5,2551.0,2744.0,3029.5,3142.5,3161.0,3190.5,3255.0,3113.0,0.1067927170868347,0.1183477872844033,0.1601750547045951,0.1590429920249335,0.7310365011237024,-0.1590429920249335,-0.1732900783995674,-0.0146508728179551,0.0146508728179551,-0.7587213482499784,-0.0921418442688796,0.0780227968978555,0.0222989949748743,0.05138304133279,0.0664973613127327,0.986386115448358,0.2733083999999999,1.0297374248655162,0.9848149319835184,0.14397,0.1201825,0.0905374999999999,0.21339375,39.79020227000001,0.1942663462648353,0.97,42.06537385248606,676.13623046875,Low,Chile,0.00405,162.0,6.209741970370369,39.320484,26895.85696398422,245398.73473702688,3.5627643030552716,35.4487158,6.332064067656389,0.0039604815264016454,6.134968368425672,1514.8070045495488,0.6723964240996055,0.32760357590039446,0.025149454979999993
-33.58762833,-70.58035667,1868.0,2077.5,2293.5,2551.0,2744.0,3029.5,3142.5,3161.0,3190.5,3255.0,3113.0,0.1067927170868347,0.1183477872844033,0.1601750547045951,0.1590429920249335,0.7310365011237024,-0.1590429920249335,-0.1732900783995674,-0.0146508728179551,0.0146508728179551,-0.7587213482499784,-0.0921418442688796,0.0780227968978555,0.0222989949748743,0.05138304133279,0.0664973613127327,0.986386115448358,0.2733083999999999,1.0297374248655162,0.9848149319835184,0.14397,0.1201825,0.0905374999999999,0.21339375,39.79020227000001,0.1942663462648353,0.97,42.06537385248606,679.1285400390625,Low,Chile,0.004775,191.0,6.011214327748691,39.320484,28127.209291427658,207861.0787897636,3.0404010467781535,35.4487158,6.541188162014219,0.0034717944664041144,5.19652696974409,1088.277899422846,0.7031802322856915,0.2968197677143085,0.028703548415
-33.58799333,-70.58028,1900.5,2068.0,2234.0,2530.5,2667.0,2970.5,3133.5,3161.0,3190.5,3200.0,3050.0,0.110779232188351,0.1228182951534985,0.1661542515811665,0.1718257645968489,0.7378584262346061,-0.1718257645968489,-0.1777695988222304,-0.0061311114604621,0.0061311114604621,-0.8951143026509369,-0.1046481207278888,0.0738855640695788,0.024,0.0457593868333409,0.0669903666338793,0.9863537931292844,0.2717826,1.012337867763334,0.9648845302119275,0.1352799999999999,0.1168412499999999,0.0877324999999999,0.2150025,39.72696890000003,0.2275948698550456,0.986033843415214,40.77301536225048,678.6138305664062,Medium,Chile,0.00555,222.0,5.812431871171171,23.039167,29022.037827100925,188537.36543168742,1.737186646668379,19.1673988,3.9637741156624933,0.003090330653802033,4.713434135792186,849.2674118544478,0.7255509456775231,0.2744490543224769,0.032258996885
-33.58834667,-70.580195,1900.5,2068.0,2234.0,2530.5,2667.0,2970.5,3133.5,3161.0,3190.5,3200.0,3050.0,0.110779232188351,0.1228182951534985,0.1661542515811665,0.1718257645968489,0.7378584262346061,-0.1718257645968489,-0.1777695988222304,-0.0061311114604621,0.0061311114604621,-0.8951143026509369,-0.1046481207278888,0.0738855640695788,0.024,0.0457593868333409,0.0669903666338793,0.9863537931292844,0.2717826,1.012337867763334,0.9648845302119275,0.1352799999999999,0.1168412499999999,0.0877324999999999,0.2150025,39.72696890000003,0.2275948698550456,0.986033843415214,40.77301536225048,677.71435546875,Medium,Chile,0.005725,229.0,5.72857806069869,23.039167,29017.508931325458,184707.59540616837,1.6479994087250867,19.1673988,4.021795069541221,0.003039873159213158,4.617689885154209,806.583386053137,0.7254377232831365,0.2745622767168635,0.0327961093975
-33.58863333,-70.58013333,1900.5,2068.0,2234.0,2530.5,2667.0,2970.5,3133.5,3161.0,3190.5,3200.0,3050.0,0.110779232188351,0.1228182951534985,0.1661542515811665,0.1718257645968489,0.7378584262346061,-0.1718257645968489,-0.1777695988222304,-0.0061311114604621,0.0061311114604621,-0.8951143026509369,-0.1046481207278888,0.0738855640695788,0.024,0.0457593868333409,0.0669903666338793,0.9863537931292844,0.2717826,1.012337867763334,0.9648845302119275,0.1352799999999999,0.1168412499999999,0.0877324999999999,0.2150025,39.72696890000003,0.2275948698550456,0.986033843415214,40.77301536225048,677.3446044921875,Medium,Chile,0.006025,241.0,5.842527434024896,23.039167,31078.60251347818,217870.3731398768,1.9314920731936416,19.1673988,3.943356237546736,0.0028327626618224206,5.4467593284969205,904.0264445638043,0.7769650628369545,0.22303493716304545,0.03520122779
-33.58891833,-70.58010833,1849.0,2068.0,2234.0,2532.5,2760.5,2995.0,3134.0,3194.5,3246.0,3297.5,3113.0,0.1155928060066352,0.1284987771264412,0.1733740724574421,0.1769365386386663,0.7461805528166252,-0.1769365386386663,-0.1922624966103227,-0.0158656808379544,0.0158656808379544,-0.7586206684896529,-0.0997271251686808,0.0830413838405955,0.0287809063255596,0.0511606941627225,0.0766696906036874,0.9863166477510148,0.2743405,1.0322429175144456,0.974487400219096,0.1352799999999999,0.11700625,0.0884475,0.21551125,39.677407610000046,0.2287150834007405,0.9860366469339872,40.72291004411363,677.681640625,Low,Chile,0.006025,241.0,5.891932872614108,23.039167,30456.13551376706,210455.14059725738,1.9119854081145808,19.1673988,3.910290137059569,0.002809075911877045,5.261378514931435,873.2578448018978,0.7614033878441765,0.2385966121558235,0.0354988955575
-33.58928833,-70.58006667,1849.0,2068.0,2234.0,2532.5,2760.5,2995.0,3134.0,3194.5,3246.0,3297.5,3113.0,0.1155928060066352,0.1284987771264412,0.1733740724574421,0.1769365386386663,0.7461805528166252,-0.1769365386386663,-0.1922624966103227,-0.0158656808379544,0.0158656808379544,-0.7586206684896529,-0.0997271251686808,0.0830413838405955,0.0287809063255596,0.0511606941627225,0.0766696906036874,0.9863166477510148,0.2743405,1.0322429175144456,0.974487400219096,0.1352799999999999,0.11700625,0.0884475,0.21551125,39.677407610000046,0.2287150834007405,0.9860366469339872,40.72291004411363,682.7005615234375,Medium,Chile,0.005925,237.0,5.802937524472575,22.093029,29476.96545474739,195066.6811115433,1.5639635236284848,18.221260800000003,3.8072146920120464,0.0029000297538920206,4.876667027788582,823.0661650276088,0.7369241363686848,0.2630758636313152,0.034382404832500005
-33.58970167,-70.57999667,1849.0,1953.0,2184.0,2365.0,2607.0,2995.0,3142.5,3196.5,3246.0,3260.0,3050.0,0.1495100242740268,0.163179998430018,0.224244875943905,0.1881795372177307,0.8075417183770145,-0.1881795372177307,-0.1976487876561352,-0.0098350499496631,0.0098350499496631,-0.8765565864200281,-0.1396749743243636,0.0879056703467838,0.0332805071315372,0.0441319782820548,0.0481387633821084,0.9861132994510582,0.2673712499999999,1.0198654778663845,0.9541686219302064,0.1333825,0.11560375,0.08604125,0.21559375,39.677407610000046,0.2355783523950412,0.9860562586292954,40.72142633015471,683.3749389648438,Medium,Chile,0.004975,199.0,5.94385230954774,22.093029,27626.608843273527,208057.24056614214,1.7868682985723485,18.1623573,3.7169545690951113,0.0033703322521123212,5.201431014153553,1045.5137716891566,0.6906652210818381,0.30933477891816186,0.02957066524000001
